id,kind,category,name,harnesses,in_ours,fable_useful,fable_reason,fable_tag,gpt_useful,gpt_reason,gpt_tag,consensus,agree,description
hook:beforeshellexecutionjs,hook,hooks,before-shell-execution.js,everything-claude-code,,no,"JavaScript hook implementation; Node ecosystem, out of scope.",other-language,yes,Generic shell pre-execution hook useful for safety checks.,shell,review,no,
hook:beforesubmitpromptjs,hook,hooks,before-submit-prompt.js,everything-claude-code,,no,"JavaScript hook implementation; Node ecosystem, out of scope.",other-language,yes,Prompt submission hook can enforce reusable agent instructions and checks.,prompt-authoring,review,no,
hook:designqualitycheckjs,hook,hooks,design-quality-check.js,everything-claude-code,,maybe,Design-quality checks likely target frontend/UI output; unclear value for Python work.,niche,maybe,Design checks help HTML work but are marginal for Python-heavy coding.,niche,marginal,yes,
hook:governancecapturejs,hook,hooks,governance-capture.js,everything-claude-code,,maybe,"Governance/decision capture is niche, enterprise-flavored; marginal for solo Python workflow.",niche,maybe,Governance capture is useful only in heavier process-driven workflows.,niche,marginal,yes,
hook:posteditformatjs,hook,hooks,post-edit-format.js,everything-claude-code,,no,Auto-formats JS/TS with Biome/Prettier; JavaScript ecosystem specific.,other-language,yes,"Post-edit formatting is broadly useful, including Black or Ruff for Python.",python,review,no,
hook:postedittypecheckjs,hook,hooks,post-edit-typecheck.js,everything-claude-code,,no,Runs tsc --noEmit after .ts/.tsx edits; TypeScript-specific.,other-language,yes,"Post-edit type checking maps well to mypy, pyright, or Python static analysis.",python,review,no,
hook:prebashtmuxreminderjs,hook,hooks,pre-bash-tmux-reminder.js,everything-claude-code,,maybe,Suggests tmux for long commands including pytest; generic but minor nicety.,shell,maybe,"Tmux reminders help long-running commands, but are niche workflow ergonomics.",shell,marginal,yes,
hook:runwithflagsshellsh,hook,hooks,run-with-flags-shell.sh,everything-claude-code,,maybe,Shell dispatcher toggling hooks by profile; niche plumbing tied to that plugin's Node helper.,shell,maybe,"Shell flag wrapper can help reproducibility, but seems narrow without details.",shell,marginal,yes,
hook:sessionendmarkerjs,hook,hooks,session-end-marker.js,everything-claude-code,,maybe,Session-end marker logging is marginal; redundant with fuller session-end handling.,niche,maybe,"Session-end markers are useful, but JavaScript implementation may be unnecessary.",agent-orchestration,marginal,yes,
hook:sessionendjs,hook,hooks,session-end.js,everything-claude-code,,maybe,Session-end persistence is generic but redundant with existing project memory tooling.,generic-workflow,maybe,"Generic session lifecycle hook, but JavaScript runtime dependency reduces fit.",agent-orchestration,marginal,yes,
hook:sessionstartbootstrapjs,hook,hooks,session-start-bootstrap.js,everything-claude-code,,maybe,Bootstrap-at-start concept useful but duplicates session-start hook; thin.,generic-workflow,maybe,"Bootstrap-on-start is useful, but JavaScript implementation is avoidable.",agent-orchestration,marginal,yes,
hook:sessionstartmjs,hook,hooks,session-start.mjs,everything-claude-code,,maybe,Duplicate .mjs variant of session-start; redundant.,generic-workflow,maybe,"Generic lifecycle automation, but Node ESM implementation is marginal for Python.",agent-orchestration,marginal,yes,
hook:stopjs,hook,hooks,stop.js,everything-claude-code,,maybe,"Generic stop hook, purpose undescribed; concept useful but thin.",generic-workflow,maybe,"Stop hooks are useful, but JavaScript implementation adds marginal dependency.",agent-orchestration,marginal,yes,
hook:subagentstartjs,hook,hooks,subagent-start.js,everything-claude-code,,maybe,Subagent lifecycle tracking is niche; helps only heavy orchestration setups.,agent-orchestration,maybe,"Subagent lifecycle hook is useful, but JavaScript implementation is marginal.",agent-orchestration,marginal,yes,
hook:subagentstopjs,hook,hooks,subagent-stop.js,everything-claude-code,,maybe,Subagent-stop tracking is niche; marginal beyond built-in subagent reporting.,agent-orchestration,maybe,"Subagent stop automation is generic, but JavaScript dependency weakens fit.",agent-orchestration,marginal,yes,
mcp:sequentialthinking,mcp,,sequential-thinking,everything-claude-code,,maybe,Structured reasoning MCP; largely redundant with modern model reasoning.,niche,maybe,"Generic planning aid, but often redundant with careful agent reasoning.",agent-orchestration,marginal,yes,npx
plugin:asana,plugin,asana,asana,claude-plugins-official,,maybe,Asana PM integration; useful only if the developer uses Asana.,niche,maybe,"Task management can help, but is marginal for a solo developer harness.",generic-workflow,marginal,yes,
plugin:codingtutor,plugin,coding-tutor,coding-tutor,compound-engineering-plugin,,maybe,Learning-focused tutor; marginal for an experienced working developer.,niche,maybe,"Educational help can be useful, but is not central to productive coding automation.",niche,marginal,yes,
plugin:cwcmakers,plugin,cwc-makers,cwc-makers,claude-plugins-official,,maybe,Community/showcase plugin with unclear coding value; niche and thin.,niche,maybe,Unclear maker-specific plugin; likely niche rather than core workflow.,niche,marginal,yes,
plugin:ecc,plugin,,ecc,everything-claude-code,,maybe,"Mega grab-bag catalog; overlaps existing harness pieces, better mined selectively than adopted whole.",generic-workflow,maybe,"Broad Claude Code bundle may help, but acronym gives no specific capability.",generic-workflow,marginal,yes,
plugin:explanatoryoutputstyle,plugin,explanatory-output-style,explanatory-output-style,claude-plugins-official,,maybe,"Explanation-heavy output style is generic but marginal, mostly pedagogical.",niche,maybe,"Can improve explanations, but does not automate core coding workflow.",docs,marginal,yes,
plugin:learningoutputstyle,plugin,learning-output-style,learning-output-style,claude-plugins-official,,maybe,Teaching-oriented output style is generic but low-value for production coding.,niche,maybe,"Useful for teaching sessions, but marginal for day-to-day coding automation.",docs,marginal,yes,
plugin:playground,plugin,playground,playground,claude-plugins-official,,maybe,"Sandbox/demo plugin; thin, unclear durable value for a coding workflow.",niche,maybe,"Playground tooling can aid experiments, but category is broad and likely redundant.",niche,marginal,yes,
plugin:ralphloop,plugin,ralph-loop,ralph-loop,claude-plugins-official,,maybe,Continuous autonomous loop pattern; generic orchestration but niche and risky.,agent-orchestration,maybe,"Agent loop automation may help, but the specific workflow is unclear.",agent-orchestration,marginal,yes,
rule:core01delegation,rule,core,core/01-delegation,ours:.claude; ours:.codex,yes,no,Already part of our own harness; nothing to adopt,agent-orchestration,yes,Delegation rules improve subagent use and task decomposition.,agent-orchestration,review,no,
rule:core02knowledgediscoverability,rule,core,core/02-knowledge-discoverability,ours:.claude; ours:.codex,yes,no,Already part of our own harness; nothing to adopt,docs,yes,Discoverability rules help agents find repo knowledge reliably.,docs,review,no,
rule:core03akguidelines,rule,core,core/03-ak-guidelines,ours:.claude; ours:.codex,yes,no,Already part of our own harness; nothing to adopt,generic-workflow,yes,General anti-mistake coding guidelines are useful for Python agent work.,generic-workflow,review,no,
